trip_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_area,dropoff_area,distance_km,duration_minutes,vehicle_type,fare_amount,surge_multiplier,weather_condition,hour,day_of_week,is_weekend
4715,2024-01-10 19:42:00,2024-01-10 19:57:00,-6.197425051538946,106.8201785141211,-6.193279519694914,106.8004463112907,West Jakarta,South Jakarta,12.21,38.9,motorcycle,39981.0,2.39,cloudy,3,Tuesday,False
4716,2024-01-10 19:45:00,2024-01-10 20:00:00,-6.235829091450031,106.82471275593608,-6.273140607120962,106.72643381698161,Central Jakarta,Central Jakarta,3.69,14.5,motorcycle,31467.0,1.1,cloudy,2,Wednesday,False
4717,2024-01-10 19:48:00,2024-01-10 20:03:00,-6.18078997684781,106.75377130719627,-6.113474006852128,106.70607317584995,South Jakarta,South Jakarta,7.16,14.5,car,27503.0,1.56,sunny,21,Monday,False
4718,2024-01-10 19:51:00,2024-01-10 20:06:00,-6.100853109589735,106.76796518168148,-6.121095751290013,106.90611876156113,West Jakarta,Central Jakarta,14.8,17.9,premium_car,22775.0,2.41,sunny,8,Monday,True
4719,2024-01-10 19:54:00,2024-01-10 20:09:00,-6.2129475440686885,106.74242630978881,-6.262000698159543,106.92906220082067,South Jakarta,West Jakarta,14.86,29.3,car,64802.0,1.33,sunny,23,Monday,True
4720,2024-01-10 19:57:00,2024-01-10 20:12:00,-6.1158617198442755,106.87961504458079,-6.231311143341197,106.75191866208978,Central Jakarta,West Jakarta,9.83,18.8,car,25554.0,2.22,cloudy,23,Monday,True
4721,2024-01-10 20:00:00,2024-01-10 20:15:00,-6.230996632015087,106.89252225781352,-6.177301445629603,106.83482456595857,West Jakarta,West Jakarta,11.22,27.6,car,64147.0,1.0,rainy,21,Wednesday,False
4722,2024-01-10 20:03:00,2024-01-10 20:18:00,-6.289053458615003,106.81558212436482,-6.280862758538818,106.76948953928274,West Jakarta,West Jakarta,14.37,20.6,car,43953.0,1.04,rainy,7,Wednesday,True
4723,2024-01-10 20:06:00,2024-01-10 20:21:00,-6.259151578726314,106.87852175567126,-6.22908643577677,106.82339435966804,South Jakarta,South Jakarta,7.85,27.7,car,15056.0,1.49,cloudy,6,Monday,False
4724,2024-01-10 20:09:00,2024-01-10 20:24:00,-6.216260971334463,106.88398384798437,-6.249777542636199,106.80915783022354,West Jakarta,South Jakarta,3.78,19.7,premium_car,21581.0,2.15,cloudy,11,Wednesday,False
4725,2024-01-10 20:12:00,2024-01-10 20:27:00,-6.256073014281086,106.73456888191946,-6.11689665425666,106.76726276377012,Central Jakarta,South Jakarta,10.7,44.3,motorcycle,72503.0,1.16,sunny,0,Tuesday,False
4726,2024-01-10 20:15:00,2024-01-10 20:30:00,-6.2999545923563485,106.94154450620864,-6.129497872742158,106.87509839490883,Central Jakarta,Central Jakarta,14.48,27.2,car,52197.0,1.57,rainy,21,Monday,True
4727,2024-01-10 20:18:00,2024-01-10 20:33:00,-6.116999692450494,106.90525798677412,-6.184033451746627,106.73162273983007,West Jakarta,South Jakarta,11.06,36.0,premium_car,22903.0,1.2,rainy,11,Monday,True
4728,2024-01-10 20:21:00,2024-01-10 20:36:00,-6.131224117753814,106.75112086529896,-6.195930732625685,106.71326819554284,Central Jakarta,Central Jakarta,12.44,34.5,car,59264.0,1.34,rainy,15,Wednesday,True
4729,2024-01-10 20:24:00,2024-01-10 20:39:00,-6.15154155370261,106.74654125893652,-6.11385484109092,106.89191885825932,West Jakarta,Central Jakarta,7.5,27.2,premium_car,67628.0,1.75,sunny,13,Tuesday,False
4730,2024-01-10 20:27:00,2024-01-10 20:42:00,-6.266437080870794,106.73141528639489,-6.113514443404236,106.86648250780517,West Jakarta,South Jakarta,3.25,18.4,motorcycle,33146.0,1.48,rainy,10,Monday,True
4731,2024-01-10 20:30:00,2024-01-10 20:45:00,-6.275927284758002,106.73459464063548,-6.1061339749296675,106.8246315310366,West Jakarta,Central Jakarta,4.2,27.9,motorcycle,48962.0,1.32,sunny,19,Tuesday,False
4732,2024-01-10 20:33:00,2024-01-10 20:48:00,-6.286479050105523,106.88704044975718,-6.274924223178362,106.81694744261814,West Jakarta,West Jakarta,14.77,33.8,premium_car,30541.0,1.59,cloudy,18,Monday,False
4733,2024-01-10 20:36:00,2024-01-10 20:51:00,-6.155194162245415,106.81741356423791,-6.267888437847366,106.82435284487286,South Jakarta,South Jakarta,8.41,26.1,car,15604.0,2.05,sunny,18,Wednesday,False
4734,2024-01-10 20:39:00,2024-01-10 20:54:00,-6.114238407862422,106.89573354318497,-6.164652660264022,106.80925601902467,West Jakarta,South Jakarta,2.16,12.9,motorcycle,37966.0,1.18,cloudy,12,Monday,True
4735,2024-01-10 20:42:00,2024-01-10 20:57:00,-6.213892835817393,106.88656372358756,-6.191713104678031,106.7982230739578,Central Jakarta,Central Jakarta,14.42,10.6,car,62600.0,1.72,rainy,11,Wednesday,False
4736,2024-01-10 20:45:00,2024-01-10 21:00:00,-6.27617186560079,106.85115317837631,-6.2963068190213525,106.82492265072153,South Jakarta,South Jakarta,8.47,21.5,car,42108.0,1.41,cloudy,9,Tuesday,False
4737,2024-01-10 20:48:00,2024-01-10 21:03:00,-6.197521435853578,106.87159165164468,-6.287604992802096,106.83212879278994,Central Jakarta,South Jakarta,12.87,15.3,premium_car,38369.0,1.57,cloudy,14,Wednesday,False
4738,2024-01-10 20:51:00,2024-01-10 21:06:00,-6.230233618508274,106.70458893109479,-6.122383923548239,106.87297557852091,West Jakarta,Central Jakarta,9.13,41.7,car,35621.0,2.23,cloudy,12,Wednesday,False
4739,2024-01-10 20:54:00,2024-01-10 21:09:00,-6.2250350151300005,106.77794441170126,-6.126225840892122,106.87780179018351,Central Jakarta,South Jakarta,3.32,16.2,premium_car,42124.0,2.39,sunny,12,Monday,True
4740,2024-01-10 20:57:00,2024-01-10 21:12:00,-6.175733875168858,106.85945554481485,-6.228545815600791,106.79440727003504,South Jakarta,South Jakarta,10.0,23.8,premium_car,32276.0,1.36,sunny,23,Monday,True
4741,2024-01-10 21:00:00,2024-01-10 21:15:00,-6.156256377347559,106.70233623837156,-6.121789876613892,106.80338513068588,Central Jakarta,South Jakarta,14.97,34.9,premium_car,52853.0,1.94,sunny,14,Tuesday,False
4742,2024-01-10 21:03:00,2024-01-10 21:18:00,-6.277879280225368,106.70824423592065,-6.1812649851204196,106.79342429243405,South Jakarta,Central Jakarta,2.45,38.5,motorcycle,14450.0,2.02,cloudy,16,Tuesday,False
4743,2024-01-10 21:06:00,2024-01-10 21:21:00,-6.292881953838704,106.9129719956176,-6.13881887059622,106.83413394340643,West Jakarta,South Jakarta,12.94,26.7,car,66517.0,2.26,cloudy,22,Tuesday,False
4744,2024-01-10 21:09:00,2024-01-10 21:24:00,-6.101133939462857,106.87100621542302,-6.214513785767957,106.81333838447856,West Jakarta,South Jakarta,5.06,16.3,premium_car,22122.0,2.35,cloudy,10,Wednesday,True
4745,2024-01-10 21:12:00,2024-01-10 21:27:00,-6.253454330216889,106.76634243328009,-6.2773203345310185,106.92239911578405,Central Jakarta,South Jakarta,7.12,19.5,premium_car,54341.0,1.7,rainy,9,Wednesday,False
4746,2024-01-10 21:15:00,2024-01-10 21:30:00,-6.289233895018308,106.87199071002968,-6.2132545874707965,106.87409031672912,Central Jakarta,West Jakarta,6.85,24.7,car,41492.0,2.47,sunny,3,Monday,False
4747,2024-01-10 21:18:00,2024-01-10 21:33:00,-6.262024934180816,106.89811416728482,-6.20854004040062,106.92466409593861,West Jakarta,South Jakarta,13.68,22.8,motorcycle,64145.0,2.46,rainy,16,Tuesday,True
4748,2024-01-10 21:21:00,2024-01-10 21:36:00,-6.292208430730307,106.77669857077753,-6.189811161231879,106.87728424788986,West Jakarta,Central Jakarta,8.56,22.2,premium_car,67830.0,1.76,rainy,13,Monday,False
4749,2024-01-10 21:24:00,2024-01-10 21:39:00,-6.221637821076565,106.7090093443748,-6.278883457419115,106.94274803713095,Central Jakarta,West Jakarta,7.81,14.6,premium_car,24294.0,1.81,rainy,1,Monday,False
4750,2024-01-10 21:27:00,2024-01-10 21:42:00,-6.139519643109735,106.93319478117193,-6.101719627390078,106.85893419456382,West Jakarta,Central Jakarta,12.63,42.0,premium_car,57403.0,2.0,cloudy,6,Wednesday,False
4751,2024-01-10 21:30:00,2024-01-10 21:45:00,-6.231751110048456,106.78629495957391,-6.251172635838619,106.94088753454076,South Jakarta,South Jakarta,2.64,11.0,premium_car,23294.0,1.56,sunny,15,Monday,True
4752,2024-01-10 21:33:00,2024-01-10 21:48:00,-6.211163318624326,106.72662044082118,-6.260289519292582,106.73954247260237,South Jakarta,South Jakarta,3.12,25.4,car,18680.0,1.99,rainy,16,Wednesday,True
4753,2024-01-10 21:36:00,2024-01-10 21:51:00,-6.164882645286512,106.8229642178483,-6.194639416228813,106.71311942020735,Central Jakarta,South Jakarta,2.28,44.3,premium_car,75121.0,1.77,sunny,21,Monday,False
4754,2024-01-10 21:39:00,2024-01-10 21:54:00,-6.198221185986024,106.89211694891604,-6.192558364121022,106.84478129630097,Central Jakarta,West Jakarta,10.94,33.1,motorcycle,21507.0,1.05,sunny,3,Tuesday,False
4755,2024-01-10 21:42:00,2024-01-10 21:57:00,-6.127710862795735,106.75541182865439,-6.212035852433351,106.94587330144995,West Jakarta,South Jakarta,8.83,22.4,car,25969.0,2.28,cloudy,2,Tuesday,False
4756,2024-01-10 21:45:00,2024-01-10 22:00:00,-6.126792864990849,106.76737251253334,-6.145621570734948,106.8044013118256,West Jakarta,Central Jakarta,13.39,15.1,motorcycle,19123.0,2.41,rainy,22,Monday,True
4757,2024-01-10 21:48:00,2024-01-10 22:03:00,-6.298017860901769,106.76067874669965,-6.196669119854279,106.75301084054824,South Jakarta,West Jakarta,8.48,43.7,car,42920.0,1.04,cloudy,4,Monday,True
4758,2024-01-10 21:51:00,2024-01-10 22:06:00,-6.14439073870336,106.94791826320792,-6.178060908971003,106.83038536229839,Central Jakarta,Central Jakarta,4.88,10.5,car,74373.0,2.18,sunny,5,Tuesday,True
4759,2024-01-10 21:54:00,2024-01-10 22:09:00,-6.207853279951665,106.74935093343264,-6.155250722918443,106.86219965614472,Central Jakarta,Central Jakarta,12.47,33.8,car,28484.0,1.58,rainy,22,Tuesday,False
4760,2024-01-10 21:57:00,2024-01-10 22:12:00,-6.102231891739267,106.84388005424154,-6.294994979687226,106.77879467387898,Central Jakarta,Central Jakarta,5.83,40.8,motorcycle,47930.0,1.88,sunny,5,Wednesday,False
4761,2024-01-10 22:00:00,2024-01-10 22:15:00,-6.203353584824913,106.93131616041424,-6.185871163490991,106.87869233962482,Central Jakarta,Central Jakarta,14.16,10.9,motorcycle,38802.0,1.75,sunny,5,Tuesday,False
4762,2024-01-10 22:03:00,2024-01-10 22:18:00,-6.10262081092234,106.73672414221944,-6.123161105754326,106.94377862676143,South Jakarta,Central Jakarta,5.26,35.4,premium_car,33521.0,1.83,cloudy,18,Wednesday,False
4763,2024-01-10 22:06:00,2024-01-10 22:21:00,-6.149086127758852,106.94271354946693,-6.296522251414913,106.92424078042765,South Jakarta,South Jakarta,4.18,45.0,motorcycle,50051.0,1.74,rainy,10,Tuesday,True
4764,2024-01-10 22:09:00,2024-01-10 22:24:00,-6.250279023077338,106.93686930859892,-6.218963579239808,106.77289634337805,Central Jakarta,Central Jakarta,8.41,32.4,premium_car,49123.0,2.28,cloudy,18,Monday,False
4765,2024-01-10 22:12:00,2024-01-10 22:27:00,-6.192321004142608,106.92114299676457,-6.114754509958834,106.78168092078616,South Jakarta,Central Jakarta,2.66,24.5,car,35156.0,2.03,cloudy,13,Monday,True
4766,2024-01-10 22:15:00,2024-01-10 22:30:00,-6.101572872104283,106.7536391303325,-6.229369119543493,106.7928853061124,Central Jakarta,South Jakarta,2.47,40.6,premium_car,69539.0,1.62,sunny,14,Tuesday,False
4767,2024-01-10 22:18:00,2024-01-10 22:33:00,-6.128493878449615,106.85851376400275,-6.208254235159951,106.79863819459841,South Jakarta,West Jakarta,8.45,29.4,motorcycle,13722.0,2.03,rainy,4,Monday,False
4768,2024-01-10 22:21:00,2024-01-10 22:36:00,-6.280526621241756,106.89022286824031,-6.1036917213911375,106.72507987479833,West Jakarta,South Jakarta,4.8,36.2,car,15967.0,2.45,rainy,22,Wednesday,True
4769,2024-01-10 22:24:00,2024-01-10 22:39:00,-6.158725600638,106.94650698204912,-6.260135228209885,106.89049070972233,South Jakarta,West Jakarta,2.12,30.6,car,79355.0,1.12,rainy,11,Wednesday,True
4770,2024-01-10 22:27:00,2024-01-10 22:42:00,-6.230884082825837,106.74510595552034,-6.286948962174999,106.79133481590267,Central Jakarta,Central Jakarta,5.85,11.3,premium_car,62338.0,1.58,cloudy,12,Wednesday,False
4771,2024-01-10 22:30:00,2024-01-10 22:45:00,-6.29860354762393,106.89150647487983,-6.128115481827739,106.91995499417636,West Jakarta,South Jakarta,8.21,17.5,premium_car,66275.0,2.31,cloudy,21,Tuesday,True
4772,2024-01-10 22:33:00,2024-01-10 22:48:00,-6.2193038061946,106.78470029248179,-6.126306931757526,106.93173515578003,Central Jakarta,West Jakarta,7.13,12.8,motorcycle,52189.0,2.11,cloudy,17,Wednesday,True
4773,2024-01-10 22:36:00,2024-01-10 22:51:00,-6.253049115655005,106.74390661639201,-6.205584433063997,106.70610782732693,West Jakarta,West Jakarta,3.76,13.7,car,39390.0,2.4,sunny,2,Monday,True
4774,2024-01-10 22:39:00,2024-01-10 22:54:00,-6.136226145895906,106.80534423530347,-6.197158565104543,106.94712576748205,West Jakarta,South Jakarta,9.54,10.5,premium_car,54046.0,1.06,cloudy,11,Wednesday,False
4775,2024-01-10 22:42:00,2024-01-10 22:57:00,-6.232533878230846,106.89845897803716,-6.132838726076432,106.87750568287505,South Jakarta,South Jakarta,11.23,24.7,car,16481.0,2.29,rainy,4,Tuesday,True
4776,2024-01-10 22:45:00,2024-01-10 23:00:00,-6.134495261209237,106.81621245092602,-6.152288100376841,106.83009805649824,South Jakarta,South Jakarta,10.78,16.3,motorcycle,63044.0,2.19,sunny,12,Wednesday,False
4777,2024-01-10 22:48:00,2024-01-10 23:03:00,-6.2998804122330405,106.83438077505076,-6.246970199556598,106.79738190209314,West Jakarta,South Jakarta,7.12,39.9,car,47852.0,2.22,rainy,22,Monday,False
4778,2024-01-10 22:51:00,2024-01-10 23:06:00,-6.238436169994776,106.94878985255004,-6.2966213289856965,106.82962953315243,West Jakarta,South Jakarta,3.79,36.3,premium_car,76971.0,1.9,cloudy,12,Monday,True
4779,2024-01-10 22:54:00,2024-01-10 23:09:00,-6.2517669571384475,106.79977732488936,-6.204059967493291,106.78115618099461,West Jakarta,Central Jakarta,8.49,30.1,motorcycle,54623.0,1.08,rainy,5,Tuesday,True
4780,2024-01-10 22:57:00,2024-01-10 23:12:00,-6.253286527786278,106.85385018867731,-6.128217534780871,106.85567195342414,Central Jakarta,Central Jakarta,13.58,27.1,motorcycle,20618.0,1.81,sunny,15,Wednesday,True
4781,2024-01-10 23:00:00,2024-01-10 23:15:00,-6.286362676046907,106.79131105040385,-6.1208330646619675,106.7232450691112,South Jakarta,South Jakarta,8.09,19.0,car,43429.0,1.61,cloudy,2,Monday,False
4782,2024-01-10 23:03:00,2024-01-10 23:18:00,-6.262575145917899,106.79819641158218,-6.108754760584769,106.85528065072795,Central Jakarta,South Jakarta,4.54,26.6,premium_car,14048.0,1.79,sunny,6,Tuesday,False
4783,2024-01-10 23:06:00,2024-01-10 23:21:00,-6.188890086022876,106.87391018836135,-6.124087352477443,106.76883621253461,South Jakarta,Central Jakarta,3.21,32.4,car,62180.0,2.11,cloudy,20,Tuesday,False
4784,2024-01-10 23:09:00,2024-01-10 23:24:00,-6.241727785432451,106.93447174402372,-6.18399128894038,106.70440870726308,Central Jakarta,West Jakarta,14.27,37.4,car,45128.0,1.89,sunny,9,Tuesday,True
4785,2024-01-10 23:12:00,2024-01-10 23:27:00,-6.21652104353417,106.83558973762308,-6.21107888015278,106.83817644154072,South Jakarta,Central Jakarta,11.66,12.9,car,35876.0,1.44,sunny,3,Tuesday,False
4786,2024-01-10 23:15:00,2024-01-10 23:30:00,-6.224626623930562,106.8920999822372,-6.14503003069318,106.84461193896318,West Jakarta,South Jakarta,6.07,34.8,premium_car,77798.0,1.9,rainy,11,Tuesday,True
4787,2024-01-10 23:18:00,2024-01-10 23:33:00,-6.12481901500002,106.72230163970424,-6.15203567312688,106.80664225117789,West Jakarta,West Jakarta,5.84,36.0,car,75842.0,1.12,cloudy,5,Tuesday,True
4788,2024-01-10 23:21:00,2024-01-10 23:36:00,-6.118940200197897,106.75278950935798,-6.192371313983709,106.71807155813758,South Jakarta,South Jakarta,13.64,29.6,car,76698.0,1.01,cloudy,17,Monday,False
4789,2024-01-10 23:24:00,2024-01-10 23:39:00,-6.201408605668828,106.82553291022988,-6.282534525488306,106.92333573820105,West Jakarta,West Jakarta,4.31,17.5,motorcycle,25468.0,1.6,cloudy,6,Wednesday,True
4790,2024-01-10 23:27:00,2024-01-10 23:42:00,-6.233968809936879,106.7050029309072,-6.114783730642616,106.85285770180697,West Jakarta,South Jakarta,8.96,28.9,motorcycle,61000.0,2.14,sunny,1,Tuesday,False
4791,2024-01-10 23:30:00,2024-01-10 23:45:00,-6.278639859199527,106.76321374469065,-6.208879492499667,106.72892832489225,Central Jakarta,Central Jakarta,11.28,27.6,motorcycle,76177.0,2.23,rainy,22,Wednesday,True
4792,2024-01-10 23:33:00,2024-01-10 23:48:00,-6.109319424123581,106.82935032245625,-6.227333243616747,106.82773264414854,South Jakarta,South Jakarta,7.15,26.6,premium_car,49961.0,1.82,rainy,7,Tuesday,False
4793,2024-01-10 23:36:00,2024-01-10 23:51:00,-6.2879546110199405,106.70374029956407,-6.174086520966245,106.82431357898712,West Jakarta,Central Jakarta,2.52,26.1,car,24991.0,2.3,cloudy,17,Monday,True
4794,2024-01-10 23:39:00,2024-01-10 23:54:00,-6.240469944486343,106.76613657155652,-6.165232407766604,106.71510046719824,South Jakarta,West Jakarta,4.96,13.9,car,67247.0,1.19,cloudy,23,Monday,False
4795,2024-01-10 23:42:00,2024-01-10 23:57:00,-6.2403867597659985,106.82850770486897,-6.257862416593939,106.85171492590074,Central Jakarta,Central Jakarta,13.72,16.4,motorcycle,71594.0,2.45,sunny,12,Wednesday,True
4796,2024-01-10 23:45:00,2024-01-11 00:00:00,-6.235919742771957,106.84328731199531,-6.132612231038008,106.9020815997304,South Jakarta,West Jakarta,8.8,13.4,car,59226.0,2.38,sunny,22,Tuesday,True
4797,2024-01-10 23:48:00,2024-01-11 00:03:00,-6.267142631345518,106.93143792326383,-6.242012581267524,106.88725201356212,Central Jakarta,South Jakarta,12.6,18.5,premium_car,30549.0,1.9,sunny,2,Wednesday,False
4798,2024-01-10 23:51:00,2024-01-11 00:06:00,-6.143367713815261,106.86133640581265,-6.262663214817136,106.75074235354104,Central Jakarta,Central Jakarta,9.22,19.2,car,23349.0,1.09,rainy,12,Tuesday,True
4799,2024-01-10 23:54:00,2024-01-11 00:09:00,-6.275500427606802,106.8036839506325,-6.2187200294291,106.91557313238856,Central Jakarta,West Jakarta,14.27,18.6,motorcycle,53699.0,1.68,sunny,6,Tuesday,True
4800,2024-01-10 23:57:00,2024-01-11 00:12:00,-6.173018668169367,106.93258779428326,-6.153887983820507,106.78563554141483,West Jakarta,West Jakarta,13.82,17.4,premium_car,43796.0,1.27,sunny,0,Tuesday,False
4801,2024-01-11 00:00:00,2024-01-11 00:15:00,-6.275230794658836,106.89622074584695,-6.106908364312039,106.93662709457298,Central Jakarta,West Jakarta,8.28,35.7,car,56815.0,1.94,sunny,17,Tuesday,True
4802,2024-01-11 00:03:00,2024-01-11 00:18:00,-6.2858928724814085,106.75000223027818,-6.138143747125713,106.71793699105643,South Jakarta,West Jakarta,6.14,38.6,car,17819.0,1.28,cloudy,20,Tuesday,True
4803,2024-01-11 00:06:00,2024-01-11 00:21:00,-6.118114099262824,106.7327105903372,-6.111930324465961,106.82155217212997,South Jakarta,South Jakarta,9.82,21.4,car,19514.0,1.72,sunny,15,Tuesday,False
4804,2024-01-11 00:09:00,2024-01-11 00:24:00,-6.2619742467362585,106.86895290893568,-6.271878839184694,106.84928109429438,West Jakarta,South Jakarta,10.77,20.7,premium_car,35402.0,1.31,cloudy,10,Monday,True
4805,2024-01-11 00:12:00,2024-01-11 00:27:00,-6.135749969088058,106.83997079139425,-6.285764640227264,106.76191252461865,West Jakarta,South Jakarta,8.48,39.5,car,28113.0,1.27,rainy,16,Monday,False
4806,2024-01-11 00:15:00,2024-01-11 00:30:00,-6.191073825778573,106.89741840344819,-6.188459047618665,106.89284504718006,Central Jakarta,West Jakarta,12.69,31.8,motorcycle,53354.0,1.37,rainy,4,Tuesday,True
4807,2024-01-11 00:18:00,2024-01-11 00:33:00,-6.284428696078246,106.88470126251967,-6.241940503391193,106.85672391995269,Central Jakarta,South Jakarta,4.38,20.3,motorcycle,35728.0,1.04,cloudy,5,Wednesday,False
4808,2024-01-11 00:21:00,2024-01-11 00:36:00,-6.108910361712386,106.85630288346438,-6.134389005406145,106.70452735932199,Central Jakarta,West Jakarta,6.35,35.0,motorcycle,57878.0,2.07,cloudy,13,Wednesday,False
4809,2024-01-11 00:24:00,2024-01-11 00:39:00,-6.250607766601621,106.94659554290723,-6.165602425719534,106.85209214767406,West Jakarta,West Jakarta,10.92,22.1,motorcycle,63816.0,1.46,sunny,13,Monday,True
4810,2024-01-11 00:27:00,2024-01-11 00:42:00,-6.1280709309294785,106.8333974325276,-6.1058543672028405,106.82286955860461,West Jakarta,West Jakarta,5.21,30.5,premium_car,23102.0,2.05,sunny,18,Wednesday,False
4811,2024-01-11 00:30:00,2024-01-11 00:45:00,-6.266237998843087,106.72827643912544,-6.249041528853739,106.74900730042587,South Jakarta,Central Jakarta,7.72,44.7,motorcycle,74388.0,1.98,rainy,4,Tuesday,False
4812,2024-01-11 00:33:00,2024-01-11 00:48:00,-6.129211423571629,106.907068391204,-6.202843177128953,106.94893705676489,Central Jakarta,South Jakarta,14.53,20.6,motorcycle,65101.0,1.1,rainy,17,Tuesday,True
4813,2024-01-11 00:36:00,2024-01-11 00:51:00,-6.297354237418941,106.76296334058642,-6.199751904514929,106.9242905487069,Central Jakarta,South Jakarta,10.14,42.6,motorcycle,53875.0,1.47,rainy,10,Tuesday,True
4814,2024-01-11 00:39:00,2024-01-11 00:54:00,-6.1976439086861035,106.89432553703598,-6.252164641028525,106.77312692375727,South Jakarta,Central Jakarta,14.34,21.2,premium_car,73625.0,1.85,rainy,23,Tuesday,False
4815,2024-01-11 00:42:00,2024-01-11 00:57:00,-6.146111484115688,106.93927677400002,-6.181981320102398,106.83526773019966,South Jakarta,Central Jakarta,11.39,28.9,premium_car,28611.0,2.38,sunny,11,Tuesday,False
4816,2024-01-11 00:45:00,2024-01-11 01:00:00,-6.113040896501443,106.87419887849109,-6.211342802784152,106.77912553497758,South Jakarta,Central Jakarta,11.42,26.1,car,39520.0,1.6,sunny,18,Wednesday,False
4817,2024-01-11 00:48:00,2024-01-11 01:03:00,-6.118159572758702,106.84900754023745,-6.210655688802025,106.89387393790902,South Jakarta,Central Jakarta,9.69,37.4,motorcycle,16005.0,1.76,rainy,20,Wednesday,False
4818,2024-01-11 00:51:00,2024-01-11 01:06:00,-6.136075026090471,106.81509654391877,-6.227452670405503,106.93258285829911,Central Jakarta,West Jakarta,3.85,12.1,car,41933.0,2.13,sunny,16,Tuesday,False
4819,2024-01-11 00:54:00,2024-01-11 01:09:00,-6.122361730067738,106.79110246649886,-6.296614129514893,106.78970715172859,West Jakarta,South Jakarta,8.76,31.9,premium_car,45448.0,2.2,sunny,20,Tuesday,True
4820,2024-01-11 00:57:00,2024-01-11 01:12:00,-6.260156062832585,106.78825118774296,-6.195580952617042,106.90139606228591,Central Jakarta,South Jakarta,5.28,36.6,car,53125.0,2.39,cloudy,16,Wednesday,True
4821,2024-01-11 01:00:00,2024-01-11 01:15:00,-6.2431631408576544,106.85909317642741,-6.232950432859933,106.8246018856783,South Jakarta,South Jakarta,14.98,26.5,premium_car,14483.0,1.75,cloudy,1,Wednesday,True
4822,2024-01-11 01:03:00,2024-01-11 01:18:00,-6.242206295015788,106.88781827923444,-6.299736026203134,106.7991446403279,West Jakarta,West Jakarta,5.47,13.7,car,12273.0,1.29,rainy,5,Tuesday,False
4823,2024-01-11 01:06:00,2024-01-11 01:21:00,-6.22458921379966,106.86962926737111,-6.238411258467614,106.9346054630247,Central Jakarta,South Jakarta,5.0,18.6,motorcycle,39392.0,2.15,rainy,18,Wednesday,True
4824,2024-01-11 01:09:00,2024-01-11 01:24:00,-6.221335865922962,106.7496025252984,-6.244274333382048,106.82760117217975,South Jakarta,Central Jakarta,10.11,33.8,premium_car,23239.0,1.19,rainy,5,Tuesday,True
4825,2024-01-11 01:12:00,2024-01-11 01:27:00,-6.1910889350690645,106.82349679503588,-6.2213103693552725,106.81685262506437,West Jakarta,South Jakarta,8.64,41.3,premium_car,63115.0,1.63,rainy,0,Monday,True
4826,2024-01-11 01:15:00,2024-01-11 01:30:00,-6.268024047326712,106.89791001804576,-6.2736296020713205,106.86810860049059,West Jakarta,South Jakarta,2.28,24.8,premium_car,56812.0,1.94,rainy,13,Tuesday,False
4827,2024-01-11 01:18:00,2024-01-11 01:33:00,-6.161750667242802,106.81892601954726,-6.198463235072983,106.76530855025457,West Jakarta,West Jakarta,3.68,29.6,motorcycle,32808.0,2.04,sunny,22,Wednesday,True
4828,2024-01-11 01:21:00,2024-01-11 01:36:00,-6.2664866921390985,106.83415581993387,-6.161511929496374,106.78119821769708,Central Jakarta,Central Jakarta,12.54,18.0,motorcycle,13205.0,2.1,cloudy,1,Monday,False
4829,2024-01-11 01:24:00,2024-01-11 01:39:00,-6.2379383035790905,106.89278401204271,-6.173962886189085,106.93301145905966,South Jakarta,Central Jakarta,8.29,24.4,premium_car,22771.0,1.29,cloudy,20,Wednesday,False
4830,2024-01-11 01:27:00,2024-01-11 01:42:00,-6.1993309738787685,106.86531632656627,-6.139249010486162,106.86963246135925,Central Jakarta,Central Jakarta,3.9,21.8,premium_car,58418.0,2.47,cloudy,20,Wednesday,False
4831,2024-01-11 01:30:00,2024-01-11 01:45:00,-6.140711887695304,106.8023362302206,-6.209598342402583,106.90665928694276,Central Jakarta,South Jakarta,8.05,32.9,motorcycle,79312.0,1.27,sunny,11,Wednesday,True
4832,2024-01-11 01:33:00,2024-01-11 01:48:00,-6.152106153352254,106.92385317779856,-6.1961816539320544,106.76777794048385,Central Jakarta,Central Jakarta,5.29,44.5,motorcycle,32852.0,1.14,sunny,16,Monday,True
4833,2024-01-11 01:36:00,2024-01-11 01:51:00,-6.170893128717895,106.74064176716587,-6.137919611828203,106.83594754748248,West Jakarta,Central Jakarta,4.91,38.5,motorcycle,66140.0,2.0,sunny,22,Tuesday,True
4834,2024-01-11 01:39:00,2024-01-11 01:54:00,-6.268845347883966,106.94887911214758,-6.2144597658361524,106.94284906674737,South Jakarta,South Jakarta,14.45,16.7,motorcycle,70697.0,2.36,cloudy,3,Monday,False
4835,2024-01-11 01:42:00,2024-01-11 01:57:00,-6.190590930876884,106.72971314461907,-6.15968013002008,106.77967597475705,Central Jakarta,West Jakarta,6.71,30.2,motorcycle,13373.0,1.84,cloudy,3,Monday,True
4836,2024-01-11 01:45:00,2024-01-11 02:00:00,-6.282510699640023,106.70373749277606,-6.213079526256402,106.74011911907927,South Jakarta,South Jakarta,2.6,12.3,motorcycle,74136.0,1.89,cloudy,6,Monday,False
